Filename,a_Good,b_Moderate,c_Unhealthy_for_Sensitive_Groups,d_Unhealthy,e_Very_Unhealthy,f_Severe
BIR_UNH_VF_2023-02-02- 12.00-1-27.jpg,0.06379006,0.009783104,0.88475573,-0.025597766,0.07933908,0.0005745664
BIR_UNH_VF_2023-02-02- 12.00-1-26.jpg,0.0022596754,-0.0089682825,0.97004074,-0.032260433,0.016894512,0.026963763
BIR_UNH_VF_2023-02-02- 12.00-1-133.jpg,-0.00025140494,1.001426,-0.003735423,0.010507956,0.004211642,-0.00725276
BIR_UNH_VF_2023-02-02- 12.00-1-132.jpg,-0.00079556555,1.0004214,3.220141e-05,0.006242618,0.0036372691,-0.0029737875
BIR_UNH_VF_2023-02-02- 12.00-1-131.jpg,-0.0023373142,-0.0013838224,0.0020772815,0.999107,0.0049585626,-0.0073380247
BIR_UNH_VF_2023-02-02- 12.00-1-130.jpg,-0.0016105697,0.0038032494,0.9874792,-0.0062472373,0.011061735,0.0073314533
BIR_UNH_VF_2023-02-02- 12.00-1-116.jpg,-0.004979819,-0.00027998537,0.00033956766,0.009901628,0.014820024,0.9910744
BIR_UNH_VF_2023-02-02- 12.00-1-107.jpg,0.9991117,0.003559459,-0.0058969855,0.0022595972,0.0021679476,-0.0011417046
BIR_UNH_VF_2023-02-02- 12.00-1-105.jpg,0.999216,0.0029460974,-0.0040550977,0.00704889,0.004216142,-0.00034681708
BIR_UNH_VF_2023-02-02- 12.00-1-103.jpg,0.005806174,-0.0014585964,-0.006165132,0.0025186986,1.0023618,0.0005828738
BRI_Un_2023-02-02- 15.00-1.jpg,-0.0011448935,0.999437,-0.003837496,0.0068142265,0.0016077235,-0.00606779
BIR_UNH_VF_2023-02-02- 15.00-4-76.jpg,0.9964493,0.0039316006,-0.005176887,0.0029031485,0.0058108047,-0.0034298375
BIR_UNH_VF_2023-02-02- 15.00-4-7.jpg,-0.0049027726,0.0014848001,-0.0015839189,0.0016753227,1.0005535,1.7002225e-05
BIR_UNH_VF_2023-02-02- 15.00-4-56.jpg,-0.0015840679,0.0017683469,-0.003001459,0.0056295246,1.0007211,-0.0067903325
BIR_UNH_VF_2023-02-02- 15.00-4-51.jpg,-0.000476785,-0.0007408373,-0.0023369193,0.998869,0.005966164,-0.0036143959
BIR_UNH_VF_2023-02-02- 15.00-4-5.jpg,0.995933,0.004611332,-0.004936084,0.0028546005,0.006353684,-0.0029600933
BIR_UNH_VF_2023-02-02- 15.00-4-48.jpg,0.2426379,0.9540661,-0.08797452,-0.042815566,-0.06753314,-0.019099064
BIR_UNH_VF_2023-02-02- 15.00-4-45.jpg,-0.0041688792,0.00011054054,-0.0032737702,0.0022155195,1.0014353,0.0010390058
BIR_UNH_VF_2023-02-02- 15.00-4-43.jpg,-0.00038900226,0.0018037967,0.98575926,0.0044777542,0.01019498,-0.0022597834
BIR_UNH_VF_2023-02-02- 15.00-4-41.jpg,-0.0015858486,0.9968356,-0.005891785,0.0005251616,0.00032823533,-0.0068821684
BIR_UNH_VF_2023-02-02- 15.00-4-40.jpg,-0.0036027431,0.99773324,0.0020076782,-0.0005874336,0.005343944,-0.0014022365
BIR_UNH_VF_2023-02-02- 15.00-4-38.jpg,-9.316951e-05,0.001164373,0.9860583,0.0043994933,0.00818523,-9.88692e-06
BIR_UNH_VF_2023-02-02- 15.00-4-34.jpg,-0.0009883344,0.0002442822,-0.0076557845,0.0072951913,1.0022103,-0.0010693148
BIR_UNH_VF_2023-02-02- 15.00-4-33.jpg,-0.0042399988,0.0040038116,0.0013221949,0.003418073,1.0007674,0.0010065362
BIR_UNH_VF_2023-02-02- 15.00-4-28.jpg,0.9959095,0.0052001663,-0.00739944,-0.0027313977,0.0033246055,-0.0036830977
BIR_UNH_VF_2023-02-02- 15.00-4-12.jpg,-0.004941143,0.0015674643,-0.0003041327,0.0011776239,1.0006394,0.00133764
BIR_UNH_VF_2023-02-02- 15.00-3-9.jpg,-0.0062403157,-0.0017213263,0.9841785,-0.0021796077,0.008407541,0.016186677
BIR_UNH_VF_2023-02-02- 15.00-3-53.jpg,0.00062170625,0.9980529,-0.007309079,0.0065330565,0.00063260645,-0.0066790804
BIR_UNH_VF_2023-02-02- 15.00-3-45.jpg,0.00032999367,0.0014715381,0.985582,0.0047058016,0.007942326,-0.00063431263
BIR_UNH_VF_2023-02-02- 15.00-3-42.jpg,-0.00042254478,-0.000447046,-0.0042877793,0.99972755,0.0035808608,-0.0019886568
BIR_UNH_VF_2023-02-02- 15.00-3-41.jpg,0.9862395,0.007716514,-0.0015232414,0.0095986575,0.0024653748,0.0053235367
BIR_UNH_VF_2023-02-02- 15.00-3-39.jpg,-0.002769582,1.0009453,-0.0102728605,0.009264812,0.00023951381,-0.008324333
BIR_UNH_VF_2023-02-02- 15.00-3-37.jpg,-0.0059777237,-0.0019085817,0.004027307,0.02450268,0.0010838136,0.98618805
BIR_UNH_VF_2023-02-02- 15.00-3-34.jpg,-0.0019106045,-0.00082844123,-0.0012018904,1.0030851,0.0026951209,-0.005532123
BIR_UNH_VF_2023-02-02- 15.00-3-23.jpg,-0.00019920617,-0.0016664825,-0.0035453737,1.000879,0.0032918826,-0.002598025
BIR_UNH_VF_2023-02-02- 15.00-3-19.jpg,0.99802154,0.0028835125,-0.0059292316,0.0007417649,0.0030811802,-0.0046505406
BIR_UNH_VF_2023-02-02- 15.00-3-15.jpg,-0.0041772276,0.00020621344,-0.0027763173,0.0023613125,1.0014948,-0.0012832806
BIR_UNH_VF_2023-02-02- 15.00-3-13.jpg,-0.0058921203,0.0064725317,-0.0051788837,0.0042304248,0.994626,-0.0028457567
BIR_UNH_VF_2023-02-02- 15.00-3-11.jpg,-0.025182247,-0.0030224212,0.8781336,0.008892342,-0.06195336,0.1899715
BIR_UNH_VF_2023-02-02- 15.00-2-95.jpg,-0.007102117,-0.0012241565,0.00030466914,0.014735267,0.008491442,0.98270714
BIR_UNH_VF_2023-02-02- 15.00-2-93.jpg,-0.06451695,-0.06493746,0.87886,0.32201815,-0.04555831,-0.0120478645
BIR_UNH_VF_2023-02-02- 15.00-2-84.jpg,-0.0010873452,-7.424131e-05,0.9879712,0.0049206465,0.008983679,-0.0015072972
BIR_UNH_VF_2023-02-02- 15.00-2-83.jpg,-0.0038239434,-0.013470683,0.96407175,-0.032761782,0.018274046,0.034181036
BIR_UNH_VF_2023-02-02- 15.00-2-82.jpg,-0.005380027,-0.0015610866,0.9907038,0.0036858767,0.00908003,0.00017941743
BIR_UNH_VF_2023-02-02- 15.00-2-80.jpg,-0.0027105585,-0.0022156946,-0.0019569993,1.0010885,0.0021511242,-0.0028369501
BIR_UNH_VF_2023-02-02- 15.00-2-77.jpg,-0.00094049424,0.00043103844,0.98757243,0.0049229413,0.0089836195,-0.0015818924
BIR_UNH_VF_2023-02-02- 15.00-2-69.jpg,0.0056457743,-0.0065712743,0.00026414543,1.0031687,0.002296187,-0.011658631
BIR_UNH_VF_2023-02-02- 15.00-2-64.jpg,-0.0023624822,-3.2331795e-05,-0.0028927922,0.009459004,0.004407808,0.9869425
BIR_UNH_VF_2023-02-02- 15.00-2-61.jpg,-0.0038648695,-0.0003970638,-0.004144393,0.0030534267,1.0021154,-0.0019339249
BIR_UNH_VF_2023-02-02- 15.00-2-6.jpg,1.0011533,0.0030271,-0.007791221,-0.00024463236,-0.0016179606,-0.0005676076
BIR_UNH_VF_2023-02-02- 15.00-2-57.jpg,0.99700886,0.0009150095,-0.006303638,0.0066653937,0.006410338,-0.0036626533
BIR_UNH_VF_2023-02-02- 15.00-2-50.jpg,-0.001628913,0.9984832,-0.00093731284,0.004928276,0.0047514513,-0.0031459853
BIR_UNH_VF_2023-02-02- 15.00-2-44.jpg,-0.0024877563,-0.001883965,-0.0018667057,1.001418,0.002028428,-0.0032898262
BIR_UNH_VF_2023-02-02- 15.00-2-43.jpg,-0.006979957,-0.0026146434,0.98294413,-0.003812179,0.008619301,0.019975416
BIR_UNH_VF_2023-02-02- 15.00-2-34.jpg,-0.006441407,-0.0018991232,-0.0018281639,0.016422495,0.0010179505,0.9926932
BIR_UNH_VF_2023-02-02- 15.00-2-32.jpg,-0.002037987,-0.002055075,0.9893242,0.0045335144,0.009659417,-0.0011494234
BIR_UNH_VF_2023-02-02- 15.00-2-31.jpg,0.9961911,0.0025352128,-0.0057017207,0.005909607,0.007278569,-0.003069736
BIR_UNH_VF_2023-02-02- 15.00-2-30.jpg,-0.003946118,0.001190003,0.98129547,0.004899785,0.009492181,0.0008965358
BIR_UNH_VF_2023-02-02- 15.00-2-2.jpg,-0.0003027618,0.0010137334,0.9862831,0.0042493492,0.008316867,0.00031797588
BIR_UNH_VF_2023-02-02- 15.00-2-19.jpg,-0.0049783215,0.0016179718,-0.0014597774,0.0016038567,1.0004556,0.00015242398
BIR_UNH_VF_2023-02-02- 15.00-2-16.jpg,0.46468112,0.68116236,-0.009487584,-0.021839753,-0.024113774,-0.028836496
BIR_UNH_VF_2023-02-02- 15.00-2-15.jpg,-0.0037250966,-0.0022639036,0.0013513863,1.0065681,0.0022909865,-0.013207845
BIR_UNH_VF_2023-02-02- 15.00-2-100.jpg,0.99654764,0.0040046163,-0.0051747262,0.0025862008,0.0055573955,-0.0034469739
BIR_UNH_VF_2023-02-02- 15.00-2-1.jpg,0.002430588,0.0022118576,0.0022531003,-0.0028776228,1.0062926,0.002478093
BRI_Un_2023-02-02-1700-15.jpg,-0.00389079,-0.0018701963,0.000823617,0.9989198,0.010092087,-0.0035674646
BRI_Un_2023-02-02-1700-13.jpg,-0.0013292953,1.0011742,-0.0049105287,0.0065630227,-1.2509525e-05,-0.0066670254
BIR_UNH_VF_2023-02-02- 1700-3-81.jpg,-0.005705081,-0.004037395,0.9859055,-0.0044459254,0.032389067,-0.009336345
BIR_UNH_VF_2023-02-02- 1700-3-79.jpg,0.0004088506,0.0035008378,-0.001861155,0.99682206,0.011480354,-0.001005508
BIR_UNH_VF_2023-02-02- 1700-3-77.jpg,-0.010437213,-0.0026071854,0.99290097,-0.0013775676,0.007321745,0.0024648532
BIR_UNH_VF_2023-02-02- 1700-3-69.jpg,0.9986364,0.004697848,-0.0022141337,0.004759893,0.001100637,-0.004025109
BIR_UNH_VF_2023-02-02- 1700-3-66.jpg,-0.004445955,0.00067971274,-0.002334714,0.002107188,1.0011462,-0.0008017123
BIR_UNH_VF_2023-02-02- 1700-3-61.jpg,-0.0010282919,0.99908704,-0.0042605847,0.0070114583,0.001673393,-0.006372176
BIR_UNH_VF_2023-02-02- 1700-3-60.jpg,0.0033029988,0.0021494217,0.98807085,0.0016656965,0.009926997,0.00033735484
BIR_UNH_VF_2023-02-02- 1700-3-55.jpg,-0.0007264018,0.0007276051,0.9867643,0.0039933175,0.00845281,0.0007793084
BIR_UNH_VF_2023-02-02- 1700-3-51.jpg,-0.009250447,-0.00040537864,0.007185638,0.026532575,0.0055686682,0.9774147
BIR_UNH_VF_2023-02-02- 1700-3-31.jpg,-0.0029100552,-0.0013170354,0.0033985078,0.99969476,0.0083752945,-0.008713283
BIR_UNH_VF_2023-02-02- 1700-3-28.jpg,-0.010323882,-0.0026864111,0.99278307,-0.001911357,0.008399598,0.0020191148
BIR_UNH_VF_2023-02-02- 1700-3-19.jpg,0.00022766739,0.0013952218,0.98571223,0.0046293885,0.007985584,-0.0005089119
BIR_UNH_VF_2023-02-02- 1700-3-12.jpg,-0.003167726,-0.0023663305,-0.0008736551,1.002713,0.0050854757,-0.004998304
BIR_UNH_VF_2023-02-02- 1700-2-60.jpg,0.024047162,0.0022970028,0.84518623,0.038703144,0.045942344,0.040705808
BIR_UNH_VF_2023-02-02- 1700-2-59.jpg,-0.0047640577,-0.0029934458,-0.00023657084,1.0002221,0.010428004,-0.0024049953
BIR_UNH_VF_2023-02-02- 1700-2-56.jpg,-0.0038983598,0.99710304,-0.011698157,0.015684754,0.0045619532,0.0016857982
BIR_UNH_VF_2023-02-02- 1700-2-53.jpg,-0.003007803,-0.00057094917,-0.00372608,0.010187045,0.008119829,0.9880949
BIR_UNH_VF_2023-02-02- 1700-2-51.jpg,0.0003354177,-0.00054017827,-0.0045389235,0.9983553,0.0042633936,-0.0028385222
BIR_UNH_VF_2023-02-02- 1700-2-5.jpg,-0.0005949214,0.99843454,-0.004595533,0.00683707,0.0015845373,-0.006429918
BIR_UNH_VF_2023-02-02- 1700-2-43.jpg,-0.0023001283,0.00081692636,-0.000448443,-1.8879771e-05,1.0174339,0.0042599738
BIR_UNH_VF_2023-02-02- 1700-2-40.jpg,-0.0020445213,0.0003372021,-0.002041787,0.9997,0.0059723035,-0.0037204698
BIR_UNH_VF_2023-02-02- 1700-2-39.jpg,-0.0008452162,1.0004314,-6.92755e-05,0.006324634,0.0036353841,-0.003081672
BIR_UNH_VF_2023-02-02- 1700-2-38.jpg,-0.0014701709,1.0002332,-0.0036444664,0.007898048,0.0027719215,-0.006367691
BIR_UNH_VF_2023-02-02- 1700-2-35.jpg,-0.0019391999,-4.52213e-05,0.9882089,0.003379032,0.008514829,0.001593627
BIR_UNH_VF_2023-02-02- 1700-2-26.jpg,0.9979461,0.004689593,-0.006996691,-0.0013767034,0.0017622784,-0.0025350228
BIR_UNH_VF_2023-02-02- 1700-2-24.jpg,-0.0002734661,0.001994945,0.98547184,0.0044774264,0.010032006,-0.00208088
BIR_UNH_VF_2023-02-02- 1700-2-21.jpg,-0.004822679,0.0014830716,-9.1418624e-05,0.0011842102,1.0008239,0.0013629571
BIR_UNH_VF_2023-02-02- 1700-2-13.jpg,-0.0043049753,0.0004313141,-0.0025664046,0.0022405237,1.0013292,-0.0010543242
BIR_UNH_VF_2023-02-02- 1700-2-10.jpg,0.995886,0.0045357533,-0.004972458,0.003100261,0.006520368,-0.0029101148
BIR_UNH_VF_2023-02-03- 10.00-3-73.jpg,-0.00077629834,0.00069584325,0.9868238,0.003968045,0.008455358,0.00081279874
BIR_UNH_VF_2023-02-03- 10.00-3-71.jpg,0.9971579,0.0044725724,-0.0037124455,0.005100861,0.0036964193,-0.0014159456
BIR_UNH_VF_2023-02-03- 10.00-3-68.jpg,-0.0027907863,-0.0018503629,-0.0014659092,1.0024781,0.004535176,-0.004286714
BIR_UNH_VF_2023-02-03- 10.00-3-55.jpg,-0.0008537546,-0.0025458746,-0.002428323,1.0013673,0.0043046847,-0.0040152743
BIR_UNH_VF_2023-02-03- 10.00-3-4.jpg,-0.010991044,5.7201833e-05,-0.00033771992,0.016976103,0.013618596,0.97738075
BIR_UNH_VF_2023-02-03- 10.00-3-37.jpg,-0.0026054755,-0.0019060485,-0.0017203242,0.9958798,0.010892786,-0.0001597181
BIR_UNH_VF_2023-02-03- 10.00-3-3.jpg,1.0001007,-0.000629466,-0.005285591,0.0027350485,0.0009479299,0.018204324
BIR_UNH_VF_2023-02-03- 10.00-3-27.jpg,-0.014092185,0.002909463,-0.0035493225,1.0024693,0.0045052096,-0.0018037707
BIR_UNH_VF_2023-02-03- 10.00-3-23.jpg,-0.002979152,-0.00094562396,0.98942596,0.0024412125,0.008607931,0.0019764677
BIR_UNH_VF_2023-02-03- 10.00-3-17.jpg,-0.0033945814,0.0005917512,-0.0038494617,0.006051138,1.000843,-0.008359008
BIR_UNH_VF_2023-02-03- 10.00-3-16.jpg,0.005126156,0.003771197,0.9869777,0.01595436,-0.005561359,-0.0069454536
BIR_UNH_VF_2023-02-03- 10.00-3-10.jpg,1.0112855,0.0037688501,-0.008897677,0.0028870553,0.018786944,-0.026727207
BIR_UNH_VF_2023-02-03- 10.00-2-70.jpg,-0.003974259,-0.00015919656,-0.0032346845,0.0026111454,1.0017895,-0.0016602799
BIR_UNH_VF_2023-02-03- 10.00-2-7.jpg,0.004413955,0.0023294948,-0.011587203,0.0016753227,0.99953836,0.013134226
BIR_UNH_VF_2023-02-03- 10.00-2-58.jpg,-0.0052157566,0.0018521883,-0.0012819767,0.0013828129,1.000155,0.00065436214
BIR_UNH_VF_2023-02-03- 10.00-2-55.jpg,-0.0051192045,-0.0018566065,0.0042573214,0.019182727,0.003914185,0.9829601
BIR_UNH_VF_2023-02-03- 10.00-2-50.jpg,1.0009937,0.002125401,-0.006899938,0.001078561,-0.0008204207,-0.00077135116
BIR_UNH_VF_2023-02-03- 10.00-2-49.jpg,-0.00083770603,0.0006567128,0.986897,0.003936991,0.008458503,0.0008540526
BIR_UNH_VF_2023-02-03- 10.00-2-38.jpg,-0.0014713779,0.0036745071,0.9878241,-0.007046655,0.0120198205,0.008070342
BIR_UNH_VF_2023-02-03- 10.00-2-34.jpg,0.00169193,0.0014723428,0.9871794,-0.00087688863,0.013469033,-0.0030300468
BIR_UNH_VF_2023-02-03- 10.00-2-13.jpg,-0.004513718,-0.003012102,0.00088979304,1.001013,0.009634919,-0.004757665
BIR_UNH_VF_2023-02-03- 10.00-1-9.jpg,-0.007533215,-2.2165477e-05,-0.0014987588,1.0008394,0.009878032,-0.003803514
BIR_UNH_VF_2023-02-03- 10.00-1-8.jpg,0.001972638,-6.435439e-05,-0.001054734,0.9904927,0.009318121,-0.0032026246
BIR_UNH_VF_2023-02-03- 10.00-1-61.jpg,-0.0010883734,-0.0003579557,0.9787084,0.019267961,0.0061096475,-0.001573123
BIR_UNH_VF_2023-02-03- 10.00-1-6.jpg,-0.0052832514,-0.0010231361,-0.0028342158,0.007006094,0.007402532,0.99362355
BIR_UNH_VF_2023-02-03- 10.00-1-57.jpg,-0.00014721602,1.0006837,-0.0041087866,0.008483991,0.0037064627,-0.0065605566
BIR_UNH_VF_2023-02-03- 10.00-1-55.jpg,-0.0044604912,0.00070540607,-0.0023107678,0.0020935088,1.0011272,-0.0007756129
BIR_UNH_VF_2023-02-03- 10.00-1-46.jpg,0.81114334,0.005445201,0.046270855,0.031362362,0.06317777,0.023940548
BIR_UNH_VF_2023-02-03- 10.00-1-43.jpg,0.0047689453,0.0037924983,0.9878329,0.015671656,-0.0056702867,-0.006980248
BIR_UNH_VF_2023-02-03- 10.00-1-41.jpg,-0.0009536296,0.0005828105,0.98703516,0.0038782507,0.008464448,0.00093185157
BIR_UNH_VF_2023-02-03- 10.00-1-4.jpg,-0.0057439134,-0.002038639,0.0002194941,0.019460365,0.0030194148,0.989967
BIR_UNH_VF_2023-02-03- 10.00-1-24.jpg,1.0112319,0.0015034862,-0.010644287,0.0019358844,0.014901869,-0.0120605305
BIR_UNH_VF_2023-02-03- 10.00-1-23.jpg,-0.0016635731,-0.0003660582,-0.00017133355,0.9992782,0.0072845146,-0.0044239834
BIR_UNH_VF_2023-02-03- 10.00-1-12.jpg,0.06649668,0.051127803,0.7906454,0.00012236834,0.0899939,0.007013947
BIR_UNH_VF_2023-02-03- 10.00-1-1.jpg,1.0035769,-7.484481e-05,-0.0051051974,0.0034893602,-0.00189545,0.000463821
BRI_UFSG_2023-02-03- 15.00-4.jpg,-0.010201544,-0.002701778,0.9927476,-0.0021368265,0.009078212,0.0016719103
BIR_UNFSG_VF_2023-02-03-15.00-3-8.jpg,-0.001553297,0.0012380965,0.99816054,-0.002517864,0.014110975,-0.0027278736
BIR_UNFSG_VF_2023-02-03-15.00-3-77.jpg,0.99163157,-0.011733364,-0.009382948,0.033639833,-0.02098342,0.01979851
BIR_UNFSG_VF_2023-02-03-15.00-3-76.jpg,-0.0055165477,-0.0009630658,0.00034418702,0.01458852,0.010920107,0.99177027
BIR_UNFSG_VF_2023-02-03-15.00-3-74.jpg,-0.0074268505,0.00094774365,0.9815146,0.0004975945,0.013886817,0.0064456537
BIR_UNFSG_VF_2023-02-03-15.00-3-73.jpg,-1.0237098e-05,0.0012239888,0.9859694,0.0044588,0.008133121,-0.00013971329
BIR_UNFSG_VF_2023-02-03-15.00-3-67.jpg,-0.025675334,-0.0018565767,0.014573604,1.0046256,0.006957799,-0.007646598
BIR_UNFSG_VF_2023-02-03-15.00-3-52.jpg,-0.0005458966,0.0008426644,0.98654926,0.004084751,0.008443616,0.0006580949
BIR_UNFSG_VF_2023-02-03-15.00-3-49.jpg,-0.0038145408,-0.0005258769,-0.0049042776,0.0042758137,1.0024428,-0.002200134
BIR_UNFSG_VF_2023-02-03-15.00-3-45.jpg,2.8535724e-06,0.0012333989,0.98595536,0.004468158,0.008124895,-0.00016028434
BIR_UNFSG_VF_2023-02-03-15.00-3-43.jpg,0.9721866,0.0006151311,-0.063768744,0.0024022907,0.02128186,0.067053966
